channel,clear_time_s,cleared,coarse_probe_count,error_field,fallback_probe_count,first_found_time_s,found_to_clear_s,intersection_probe_count,kind,max_planned_step_m,mean_planned_step_m,reacquisition_attempts,reacquisition_move_m,reacquisition_no_signal,reacquisition_successes,reacquisition_switch_count,reacquisition_time_s,seed,strategy,suite,supplement_measure_count
1,2953.315714,1,0,smooth,0,2528.231906,425.08380799999986,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
2,4973.40686,1,0,smooth,0,4618.440081,354.9667790000003,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
3,1618.777967,1,0,smooth,0,17.0,1601.777967,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
4,4548.934787,1,14,smooth,0,4051.377663,497.55712399999993,0,dir,375.0419189485673,65.7034382535099,14,639.4959142050985,9,5,0,197.8991828410197,2,w5pro,random,16
5,2857.666697,1,0,smooth,0,2546.231906,311.43479100000013,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
6,5224.402154,1,3,smooth,0,4624.440081,599.9620730000006,0,dir,165.10651559025706,94.99066298326625,3,260.0912372691642,0,3,0,67.01824745383284,2,w5pro,random,5
10,491.920942,1,0,smooth,0,59.0,432.920942,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,2
11,2517.743417,1,17,smooth,2,65.0,2452.743417,0,dir,375.1676270648828,89.17282041756475,19,3302.73471313684,16,3,2,757.546942627368,2,w5pro,random,21
12,6281.565012,1,12,smooth,0,5541.811058,739.7539539999998,0,dir,440.88904499657554,136.96523893433547,12,1278.613358891805,2,10,0,315.722671778361,2,w5pro,random,15
13,2179.754717,1,13,smooth,1,77.0,2102.754717,0,dir,248.9146810575896,42.8893479461576,14,1888.355921345048,9,5,1,448.6711842690096,2,w5pro,random,16
14,5389.788228,1,0,smooth,0,4654.440081,735.3481470000006,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,3
15,609.428351,1,0,smooth,0,89.0,520.428351,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,2
16,3363.131112,1,0,smooth,0,2588.231906,774.899206,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
17,5055.935282,1,0,smooth,0,4660.440081,395.49520100000063,0,dir,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
19,3872.393952,1,22,smooth,0,2606.231906,1266.162046,0,dir,500.0,144.53125,22,1320.1307110327373,18,4,0,374.02614220654743,2,w5pro,random,23
20,2779.765225,1,0,smooth,0,2612.231906,167.53331900000012,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,2,w5pro,random,1
1,9607.299424,1,19,smooth,0,9178.220967,429.07845700000144,0,dir,416.4747811918986,143.16320603471516,19,975.1009210480435,15,4,0,290.0201842096087,10000,w5pro,min_reff,20
2,837.308193,1,0,smooth,0,11.0,826.308193,0,dir,0.0,0.0,0,0.0,0,0,0,0.0,10000,w5pro,min_reff,2
3,2389.33434,1,1,smooth,0,1361.595784,1027.7385559999998,0,dir,273.1198691901263,273.1198691901263,1,253.94045896921344,0,1,0,55.78809179384269,10000,w5pro,min_reff,3
4,5813.62403,1,0,smooth,0,5530.629374,282.99465599999985,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,10000,w5pro,min_reff,1
5,1200.096192,1,24,smooth,2,29.0,1171.096192,0,dir,500.0,123.28125,26,1908.9182122304637,22,4,1,512.7836424460927,10000,w5pro,min_reff,27
6,5408.497558,1,0,smooth,0,5125.782773,282.7147850000001,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,10000,w5pro,min_reff,1
7,3044.036044,1,0,smooth,0,2824.557428,219.47861599999987,0,omni,0.0,0.0,0,0.0,0,0,0,0.0,10000,w5pro,min_reff,1
